POST - /api/login  - ms - Tue, 09 Feb 2021 16:52:26 GMT
GET 200 /api/game/  359.962 ms - Tue, 09 Feb 2021 16:53:21 GMT
GET 200 /api/game/  424.148 ms - Tue, 09 Feb 2021 16:54:06 GMT
GET 200 /api/game/  574.801 ms - Tue, 09 Feb 2021 16:55:15 GMT
OPTIONS 204 /api/login  2.415 ms - Tue, 09 Feb 2021 17:12:12 GMT
POST 200 /api/login  571.078 ms - Tue, 09 Feb 2021 17:12:13 GMT
MethodGET 200 /api/game/  251.538 ms - Tue, 09 Feb 2021 17:12:27 GMT
Date: Tue, 09 Feb 2021 17:14:06 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 338.325 ms
Date: Tue, 09 Feb 2021 17:15:55 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 402.657 ms
Date: Tue, 09 Feb 2021 17:18:34 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 242.363 ms
Date: Tue, 09 Feb 2021 17:18:45 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 290.573 ms
Date: Tue, 09 Feb 2021 17:18:47 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 227.275 ms
Date: Tue, 09 Feb 2021 17:19:44 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 352.644 ms
Date: Tue, 09 Feb 2021 17:19:45 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 297.196 ms
Date: Tue, 09 Feb 2021 17:19:57 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 406.010 ms
Date: Tue, 09 Feb 2021 17:20:01 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 298.992 ms
Date: Tue, 09 Feb 2021 17:20:11 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 211.287 ms
Date: Tue, 09 Feb 2021 17:20:12 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 216.560 ms
Date: Tue, 09 Feb 2021 17:20:13 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 233.858 ms
Date: Tue, 09 Feb 2021 17:20:15 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 284.330 ms
Date: Tue, 09 Feb 2021 17:20:22 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 271.165 ms
Date: Tue, 09 Feb 2021 17:21:36 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 311.498 ms
Date: Tue, 09 Feb 2021 17:21:39 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 313.543 ms
Date: Tue, 09 Feb 2021 17:21:44 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 404.719 ms
Date: Tue, 09 Feb 2021 17:21:45 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 277.232 ms
Date: Tue, 09 Feb 2021 17:21:46 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 376.763 ms
Date: Tue, 09 Feb 2021 17:21:47 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 308.466 ms
Date: Tue, 09 Feb 2021 17:21:48 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 197.937 ms
Date: Tue, 09 Feb 2021 17:21:49 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 236.388 ms
Date: Tue, 09 Feb 2021 17:22:44 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 378.924 ms
Date: Tue, 09 Feb 2021 17:22:45 GMT - Method: GET, Status: 304, Path: /api/game/, Response-time: 337.831 ms
Date: Tue, 09 Feb 2021 17:22:47 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 285.130 ms
Date: Tue, 09 Feb 2021 17:22:47 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 211.100 ms
Date: Tue, 09 Feb 2021 17:22:48 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 323.982 ms
Date: Tue, 09 Feb 2021 17:22:49 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 359.153 ms
Date: Tue, 09 Feb 2021 17:22:50 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 196.324 ms
Date: Tue, 09 Feb 2021 17:22:51 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 295.768 ms
Date: Tue, 09 Feb 2021 17:25:40 GMT - Method: GET, Status: 200, Path: /api/game/, Response-time: 335.236 ms
Date: Tue, 09 Feb 2021 17:25:47 GMT - Method: OPTIONS, Status: 204, Path: /api/login, Response-time: 2.120 ms
Date: Tue, 09 Feb 2021 17:25:48 GMT - Method: POST, Status: 200, Path: /api/login, Response-time: 819.272 ms
Date: Tue, 09 Feb 2021 17:26:29 GMT - Method: OPTIONS, Status: 204, Path: /api/login, Response-time: 0.998 ms
Date: Tue, 09 Feb 2021 17:26:29 GMT - Method: POST, Status: 200, Path: /api/login, Response-time: 127.807 ms
Date: Tue, 09 Feb 2021 17:27:54 GMT - Method: OPTIONS, Status: 204, Path: /api/login, Response-time: 0.948 ms
Date: Tue, 09 Feb 2021 17:27:55 GMT - Method: POST, Status: 200, Path: /api/login, Response-time: 134.456 ms
Date: Tue, 09 Feb 2021 17:28:54 GMT - Method: GET, Status: -, Path: /api/user/logout, Response-time: - ms
